sentence.id,sentence,instance
semeval2013.d009.s013,And it 's nothing that runs afoul of ethics rules .,"['nothing', 'ethics', 'rules']"
semeval2013.d009.s014,"In fact , justices are exempt from the Code of Conduct that governs the actions of lower federal justices .","['fact', 'justices', 'actions']"
semeval2013.d009.s015,"If they were , they arguably fell under code 's Canon 4C , which states , `` A judge may attend fund-raising events of law-related and other organizations although the judge may not be a speaker , a guest of honor , or featured on the program of such an event . ''","['code', 'Canon', 'judge', 'events', 'organizations', 'speaker', 'program']"
semeval2013.d009.s016,"Nevertheless , the sheer proximity of Scalia and Thomas to two of the law firms in the case , as well as to a company with a massive financial interest , was enough to alarm ethics-in-government activists .","['proximity', 'case', 'company', 'interest', 'activists']"
semeval2013.d009.s017,"`` This stunning breach of ethics and indifference to the code belies claims by several justices that the court abides by the same rules that apply to all other federal judges , '' said Bob Edgar , the president of Common Cause .","['breach', 'ethics', 'indifference', 'code', 'claims', 'justices', 'court', 'rules', 'president']"
semeval2013.d009.s018,`` The justices were wining and dining at a black-tie fundraiser with attorneys who have pending cases before the court . '',"['justices', 'fundraiser', 'attorneys', 'cases', 'court']"
semeval2013.d009.s019,"Their appearance and assistance in fundraising for this event undercuts any claims of impartiality , and is unacceptable .","['appearance', 'assistance', 'event', 'claims', 'impartiality']"
semeval2013.d009.s020,Scalia and Thomas have shown little regard for critics who say they too readily mix the business of the court with agenda-driven groups such as the Federalist Society .,"['regard', 'critics', 'business', 'court', 'groups']"
semeval2013.d009.s021,"And Thomas '' wife , Ginni , is a high-profile conservative activist .","['wife', 'activist']"
semeval2013.d009.s022,"Moreover , conservatives argue that it 's Justice Elena Kagan who has an ethical issue , not Scalia and Thomas .","['conservatives', 'Justice', 'issue']"
semeval2013.d009.s023,Kagan served as solicitor general in the Obama administration when the first legal challenges to the law were brought at the trial court level .,"['administration', 'challenges', 'law', 'level']"
semeval2013.d009.s024,"Her critics have pushed for Kagan to recuse herself from hearing the case , saying that she was too invested in defending the law then to be impartial now .","['critics', 'case', 'law']"
semeval2013.d009.s025,Kagan has given no indication she will do so .,['indication']
semeval2013.d010.s000,The familiarity of the Spanish is higher than that of the Ticos,['familiarity']
semeval2013.d010.s001,"Of the 22 players called in Spain , ten passed 50 international games .","['players', 'Spain', 'games']"
semeval2013.d010.s002,On the side of Costa Rica only one of 22 called players reached 50 games .,"['side', 'players', 'games']"
semeval2013.d010.s003,"A minor contrast to Costa Rica , comparing the 22 players called by both countries for the friendly game today , at 3:05 pm at the National Stadium in San Jose .","['contrast', 'players', 'countries', 'game', 'today']"
semeval2013.d010.s004,"While the Europe and world champions , number one one in the monthly top of FIFA , have a long record of Class A inter selection , the Tricolor has only the defender Michael Umana as the only one who has 50 international games .","['Europe', 'top', 'record', 'selection', 'games']"
semeval2013.d010.s005,"That number was reached Friday before the game against Panama ( 0-2 ) , in Rommel Fernandez .","['number', 'Friday', 'game', 'Panama']"
semeval2013.d010.s006,Spanish football players playing in the All-Star League and in powerful clubs of the Premier League of England are during the year very active in league and local cup competitions and there are high-level shocks in the European Cups and European Champions League .,"['League', 'clubs', 'England', 'year', 'cup', 'competitions', 'shocks']"
semeval2013.d010.s007,To this is added the Spanish Fury experience in complicated qualifications for Euro Cup and World Cup .,['experience']
semeval2013.d010.s008,"The Ticos players , however , have a limited international experience in an area such as CONCACAF , which is considered the lowest level within FIFA","['players', 'experience', 'area', 'level']"
semeval2013.d010.s009,"We see that the peak of the Spanish selection is the goalkeeper Iker Casillas , who last Saturday against England ( game lost with 0-1 in London ) equaled the record of the ex goalkeeper Andoni Zubizarreta , with 126 international matches .","['peak', 'selection', 'goalkeeper', 'Saturday', 'England', 'game', 'London', 'record', 'matches']"
semeval2013.d010.s010,Casillas will play today against the Tricolor and will impose a new record of 127 international matches for Spain .,"['today', 'record', 'matches']"
semeval2013.d010.s011,"Xavi Hernandez , the player of Barcelona , has 106 matches .","['player', 'matches']"
semeval2013.d010.s012,"Casillas and Xavi were recognized last week by UEFA together with the other player of the Iberian team , Zubizarreta with 126 matches and Schalke striker Raul Gonzalez with 102 .","['week', 'player', 'team', 'matches', 'striker']"
semeval2013.d010.s013,"Almost near the centennial number is Carles Puyol , with 97 games .","['number', 'games']"
semeval2013.d010.s014,"Xabi Alonso follows them with 91 , Fernando Torres , with 90 , David Villa and Sergio Ramos , both with 81 , Andres Iniesta , with 62 , Cesc Fabregas , with 61 , and David Silva , with 53 .",[]
semeval2013.d010.s015,"On Costa Rican side , and close to Michael Umana , are the left-lateral Junior Diaz , with 48 matches and the striker Bryan Ruiz , with 45 .","['side', 'matches', 'striker']"
semeval2013.d010.s016,"After this , only five exceeded the 30 games : Keilor Navas with 31 , Randall Azofeifa with 32 , Michael Barrantes with 31 , Carlos Hernandez with 36 and Jose Luis Lopez with 35 .",['games']
semeval2013.d010.s017,The least .,[]
semeval2013.d010.s018,"More than 30 matches in Spain have Gerard Piqué ( 37 ) , Sergio Busquets ( 36 ) , Santiago Santi Cazorla ( 32 ) , Alvaro Arbeloa ( 31 ) and Raul Albiol ( 31 ) .","['matches', 'Spain']"
semeval2013.d010.s019,"On the national side , with less than 30 presences , there are Roy Miller with 26 , Winston Parks with 26 , Gabriel Badilla with 25 and Roy Myrie with 23 .","['side', 'presences']"
semeval2013.d010.s020,The rest does n't come near the 20 .,['rest']
semeval2013.d010.s021,"While Nacho Moreal has only four games and Jordi Alba two , in Costa Rica Victor Bolivar has only one Olman Vargas and Nelson Edder did not debut yet .",['games']
semeval2013.d010.s022,"The leading scorer of Spain is David Villa is , with 50 goals , followed by Fernando Torres with 27 .","['scorer', 'goals']"
semeval2013.d010.s023,"For Costa Rica , Bryan Ruiz is the one that registers more points , two more than Carlos Hernandez and three more than Roy Myrie and Parks .",['points']
semeval2013.d011.s000,Is immigration a burden or an opportunity for the economy ?,"['immigration', 'burden', 'opportunity', 'economy']"
semeval2013.d011.s001,"Immigration policy under Nicolas Sarkozy was criticised from various aspects a congestion of police , legal and administrative services subjected to a policy of numbers and the compatibility of that policy with the self-proclaimed status of the country as the country of French human rights .","['Immigration', 'policy', 'aspects', 'congestion', 'police', 'services', 'numbers', 'compatibility', 'status', 'country']"
semeval2013.d011.s002,"More recently , it is administrative harassment of foreign students , which is topical , with the minister of the interior ( `` Libération '' on 23 May ) declaring that France `` does not need foreign talent , bricklayers and waiters . ''","['harassment', 'students', 'France', 'talent', 'bricklayers', 'waiters']"
semeval2013.d011.s003,But it is only rarely analyzed from the economic viewpoint .,['viewpoint']
semeval2013.d011.s004,There is a lot of consensus between the Left and the Right on this subject .,"['lot', 'consensus', 'Left', 'Right', 'subject']"
semeval2013.d011.s005,"On the Right , the tone was set by Jacques Chirac , who declared in 1976 that `` 900,000 unemployed would not become a problem in a country with 2 million of foreign workers , '' and on the Left by Michel Rocard explaining in 1990 that France `` can not accommodate all the world 's misery . ''","['Right', 'tone', 'unemployed', 'problem', 'country', 'workers', 'France', 'world', 'misery']"
semeval2013.d011.s006,"The only difference , the degree of generosity","['difference', 'degree', 'generosity']"
semeval2013.d011.s007,"In 2005 , the fear of invasion of the national territory by hordes of Polish plumbers was felt both on the Left and on the Right .","['fear', 'invasion', 'territory', 'hordes', 'plumbers', 'Left', 'Right']"
semeval2013.d011.s008,Both sides see immigrants as a burden on the French economy and on French society .,"['sides', 'immigrants', 'burden', 'economy', 'society']"
semeval2013.d011.s009,"The only difference resides in the degree of generosity , which one deigns to grant to immigrants .","['difference', 'degree', 'generosity', 'immigrants']"
semeval2013.d011.s010,"In his program , François Hollande confines himself to banalities , saying that co-development would allow our immigration problem to be solved . ''","['program', 'banalities', 'immigration', 'problem']"
semeval2013.d011.s011,"This notion of immigration being a burden and a problem , may be an electoral asset , but it is economically very costly .","['notion', 'immigration', 'burden', 'problem', 'asset']"
semeval2013.d011.s012,"As the economists Ian Goldin and Geoffrey Cameron , remind us in a recent book summarising the most recent knowledge of immigration ( Exceptional People : How Migration Shaped Our World and Will Define Our Future , mai 2011 , Princeton University Press , 352 pp . ) , there is wide consensus among specialists on the positive impact of migration flows on economic growth , wages and employment in countries , which admit immigrants .","['economists', 'book', 'knowledge', 'immigration', 'People', 'Migration', 'World', 'Future', 'consensus', 'specialists', 'impact', 'flows', 'wages', 'employment', 'countries', 'immigrants']"
semeval2013.d011.s013,Restraining immigration leads to anaemic growth and harms employment .,"['immigration', 'growth', 'employment']"
semeval2013.d011.s014,"Fears about the impact of immigrants are based on the notion that they are liable to replace native workers , in particular unskilled ones , exerting downward pressure on wages .","['Fears', 'impact', 'immigrants', 'notion', 'workers', 'ones', 'pressure', 'wages']"
semeval2013.d011.s015,"But experience shows that in reality immigrants are much more complementary to , rather than replacements of , local labor , exercising trades in which there is a shortage of local labor .","['experience', 'reality', 'immigrants', 'replacements', 'labor', 'trades', 'shortage']"
semeval2013.d011.s016,"Unskilled immigrants work in sectors , which do not attract local labor and the most highly skilled ones in dynamic sectors where training does is not linked to offers of employment .","['immigrants', 'sectors', 'labor', 'ones', 'training', 'offers', 'employment']"
semeval2013.d011.s017,A positive effect on wages,"['effect', 'wages']"
semeval2013.d011.s018,"In the same way as a surgeon would find it difficult to work in a country with a shortage of anaesthetists , the complementarities existing between locals and immigrants bring it about that the arrival of immigrants has a positive effect on the pay of locals .","['way', 'surgeon', 'country', 'shortage', 'anaesthetists', 'complementarities', 'immigrants', 'arrival', 'effect', 'pay']"
semeval2013.d011.s019,"Giovanni Peri has calculated that a rise of 1 % in the migratory flow causes an increase of between 0,6 and 0,9 % in real long-term pay .","['rise', 'flow', 'increase', 'pay']"
semeval2013.d011.s020,"And does so without taking into account the fact that the diversity contributed by immigrants contributes to the creation of ideas and to economic growth ( a large proportion of naturalised immigrants are among American Nobel prize winners , whilst Google , Intel , Paypal , eBay and Yahoo were all founded by immigrants ) .","['fact', 'diversity', 'immigrants', 'creation', 'ideas', 'proportion', 'winners', 'Google', 'Yahoo']"
semeval2013.d011.s021,"Migrants are also net contributors to social systems , averaging 1 % of the total budgets of European countries .","['Migrants', 'contributors', 'budgets']"
semeval2013.d011.s022,"The World Labor Organisation estimates that for example in Germany , an immigrant arriving at the age of 30 , will make a net contribution ( receipts less expenditure ) of an average of 150,000 Euros to public budgets during his lifetime .","['World', 'Labor', 'Organisation', 'example', 'Germany', 'age', 'contribution', 'receipts', 'expenditure', 'average', 'Euros', 'budgets', 'lifetime']"
semeval2013.d011.s023,Nicolas Sarkozy wished at the start of his mandate to look for missing points of growth `` with the teeth . '',"['start', 'mandate', 'points', 'growth']"
semeval2013.d011.s024,"The teeth in question , intended to serve to dissuade immigrants , had precisely the opposite effect .","['question', 'immigrants', 'effect']"
semeval2013.d012.s000,Deutsche Bank pays multi-million pound fine in the USA,"['pound', 'fine', 'USA']"
semeval2013.d012.s001,"Fresh trouble is following hard on the heels of the uproar around Josef Ackermann , CEO of Deutsche Bank : Deutsche Bank faces a multi-million pound fine in the USA .","['trouble', 'uproar', 'CEO', 'pound', 'fine', 'USA']"
semeval2013.d012.s002,"As if the problems at home were not already enough for Deutsche Bank , the industry giant 's past in the USA is now also catching up with it . Frankfurt-based Deutsche Bank will pay 145 million dollars ( 106 million Euros ) to settle disputes arising from the bankruptcy of five major credit unions during the financial crisis .","['problems', 'home', 'industry', 'giant', 'past', 'USA', 'dollars', 'Euros', 'disputes', 'bankruptcy']"
semeval2013.d012.s003,The issue centres on the sale of mortgage securities .,"['issue', 'sale']"
semeval2013.d012.s004,"The National Credit Union Administration ( NCUA ) , a financial market regulator , accuses a string of major banks of having used false promises to mislead credit unions into buying the financial products .","['regulator', 'string', 'banks', 'promises']"
semeval2013.d012.s005,The value of the securities dropped dramatically during the financial crisis and brought down the credit unions .,"['value', 'securities', 'crisis']"
semeval2013.d012.s006,"`` We are happy to have resolved the issue without the parties going to court , '' said a Deutsche Bank spokesman in New York .","['issue', 'parties', 'court', 'spokesman']"
semeval2013.d012.s007,The bank did not admit culpability in the settlement .,"['bank', 'culpability', 'settlement']"
semeval2013.d012.s008,"The same is true of Citigroup , which agreed to pay 20.5 million dollars .",['dollars']
semeval2013.d012.s009,"The NCUA chairman , Debbie Matz , welcomed the responsiveness of the two banks .","['chairman', 'responsiveness', 'banks']"
semeval2013.d012.s010,The National Credit Union Administration ( NCUA ) is responsible for the US credit unions and intervenes in bankruptcies to protect customer deposits .,"['US', 'bankruptcies', 'customer', 'deposits']"
semeval2013.d012.s011,The NCUA is fighting for compensation for losses that run into the billions .,"['compensation', 'losses', 'billions']"
semeval2013.d012.s012,The current settlements are the first of their kind .,"['settlements', 'kind']"
semeval2013.d012.s013,"The regulator had also approached other major banks and sued JPMorgan Chase , the Royal Bank of Scotland and Goldman Sachs in the summer .","['regulator', 'banks', 'summer']"
semeval2013.d012.s014,The dubious mortgage securities are so-called mortgage-backed securities .,[]
semeval2013.d012.s015,They are underpinned by home loans .,[]
semeval2013.d012.s016,This sealed the fate of a number of financial companies when the US property bubble exploded in 2007 .,"['fate', 'number', 'companies', 'US']"
semeval2013.d012.s017,"The US investment bank , Lehman Brothers , went belly-up in September 2008 at the height of the financial crisis .","['US', 'September', 'height', 'crisis']"
semeval2013.d012.s018,The banks battling against a strong wind in the USA several years later .,"['banks', 'wind', 'USA', 'years']"
semeval2013.d012.s019,Investors and regulators have brought a vast number of claims for compensation or to punish misconduct .,"['Investors', 'regulators', 'number', 'claims', 'compensation', 'misconduct']"
semeval2013.d012.s020,The Federal Housing Finance Agency ( FHFA ) has been behind the largest wave of claims .,"['wave', 'claims']"
semeval2013.d012.s021,It accuses 18 major international banks of having taken in US lenders Fannie Mae and Freddie Mac on mortgage transactions valued at around 200 billion dollars .,"['banks', 'US', 'lenders', 'mortgage', 'transactions', 'dollars']"
semeval2013.d012.s022,Deutsche Bank also faces legal action by the FHFA covering multiple transactions with a total value of 14.2 billion dollars from 2005 to 2007 .,"['transactions', 'value', 'dollars']"
semeval2013.d012.s023,"The regulator is demanding that the Frankfurt-based bank take responsibility for `` substantial losses , '' but has not yet specified the exact sum .","['regulator', 'bank', 'responsibility', 'losses', 'sum']"
semeval2013.d012.s024,Deutsche Bank has rejected the claims as baseless and has declared its intention to fend off the claims .,"['claims', 'intention']"
semeval2015.d000.s000,This document is a summary of the European Public Assessment Report ( EPAR ) .,"['document', 'summary', 'Assessment', 'Report']"
semeval2015.d000.s001,"It explains how the Committee for Medicinal Products for Human Use ( CHMP ) assessed the studies performed , to reach their recommendations on how to use the medicine .","['explains', 'Committee', 'Products', 'Use', 'assessed', 'studies', 'performed', 'reach', 'recommendations', 'medicine']"
semeval2015.d000.s002,"If you need more information about your medical condition or your treatment , read the Package Leaflet ( also part of the EPAR ) or contact your doctor or pharmacist .","['need', 'more', 'information', 'medical', 'condition', 'treatment', 'read', 'Package', 'Leaflet', 'also', 'part', 'contact', 'doctor', 'pharmacist']"
semeval2015.d000.s003,"If you want more information on the basis of the CHMP recommendations , read the Scientific Discussion ( also part of the EPAR ) .","['want', 'more', 'information', 'basis', 'recommendations', 'read', 'Discussion', 'also', 'part']"
semeval2015.d000.s004,What is Alimta ?,[]
semeval2015.d000.s005,Alimta is a powder that is made up into a solution for infusion ( drip into a vein ) .,"['powder', 'solution', 'infusion', 'drip', 'vein']"
semeval2015.d000.s006,It contains the active substance pemetrexed .,"['contains', 'active', 'substance']"
semeval2015.d000.s007,What is Alimta used for ?,['used']
semeval2015.d000.s008,Alimta is used to treat two types of cancer : pleural mesothelioma ( cancer of the lining of the lungs that is usually caused by exposure to asbestos ) .,"['used', 'treat', 'types', 'cancer', 'pleural', 'mesothelioma', 'lining', 'lungs', 'usually', 'caused', 'exposure', 'asbestos']"
semeval2015.d000.s009,"Alimta is used together with cisplatin ( another anticancer medicine ) when the cancer is unresectable ( cannot be removed by surgery alone ) and malignant ( has spread , or is likely to spread easily , to other parts of the body ) , in patients who have not received chemotherapy ( medicines for cancer ) before advanced or metastatic non-small cell lung cancer that is not affecting the squamous cells .","['used', 'medicine', 'cancer', 'removed', 'surgery', 'malignant', 'spread', 'likely', 'easily', 'other', 'parts', 'body', 'patients', 'not', 'received', 'chemotherapy', 'advanced', 'metastatic', 'cell', 'affecting']"
semeval2015.d000.s010,"Alimta is used in combination with cisplatin in patients who have not been treated before , and on its own in patients who have received another type of chemotherapy in the past .","['used', 'combination', 'patients', 'not', 'treated', 'received', 'type', 'chemotherapy', 'past']"
semeval2015.d000.s011,The medicine can only be obtained with a prescription .,"['medicine', 'only', 'obtained', 'prescription']"
semeval2015.d000.s012,How is Alimta used ?,['used']
semeval2015.d000.s013,Alimta should only be given under the supervision of a doctor who is qualified in the use of anticancer chemotherapy .,"['only', 'given', 'supervision', 'doctor', 'use', 'chemotherapy']"
semeval2015.d000.s014,The recommended dose of Alimta is 500 mg per square metre of body surface area ( calculated using the patient s height and weight ) .,"['dose', 'mg', 'body', 'calculated', 'using', 'patient', 'height', 'weight']"
semeval2015.d000.s015,It is given once every three weeks as an intravenous infusion lasting 10 minutes .,"['given', 'once', 'weeks', 'intravenous', 'infusion', 'lasting', 'minutes']"
semeval2015.d000.s016,"To reduce side effects , patients should take a corticosteroid and folic acid ( a type of vitamin ) , and receive injections of vitamin B12 during treatment with Alimta .","['reduce', 'patients', 'take', 'corticosteroid', 'type', 'vitamin', 'injections', 'treatment']"
semeval2015.d000.s017,"When Alimta is given with cisplatin , an anti-emetic medicine ( to prevent vomiting ) and fluids ( to prevent dehydration ) should also be given before or after the cisplatin dose .","['given', 'medicine', 'prevent', 'vomiting', 'fluids', 'dehydration', 'also', 'dose']"
semeval2015.d000.s018,"Treatment should be delayed or discontinued , or the dose reduced , in patients whose blood counts are abnormal or who have certain other side effects .","['Treatment', 'delayed', 'discontinued', 'dose', 'reduced', 'patients', 'abnormal', 'have', 'certain', 'other']"
semeval2015.d000.s019,Alimta is not recommended for use in patients with moderate or severe kidney problems .,"['not', 'recommended', 'use', 'patients', 'moderate', 'severe', 'kidney', 'problems']"
semeval2015.d000.s020,"For more information , see the Summary of Product Characteristics ( also part of the EPAR ) .","['more', 'information', 'see', 'Summary', 'Product', 'also', 'part']"
semeval2015.d000.s021,How does Alimta work ?,[]
semeval2015.d000.s022,"The active substance in Alimta , pemetrexed , is a cytotoxic medicine ( a medicine that kills cells that are dividing , such as cancer cells ) , which belongs to the group antimetabolites .","['active', 'substance', 'cytotoxic', 'medicine', 'kills', 'cells', 'dividing', 'group']"
semeval2015.d000.s023,"In the body , pemetrexed is converted into an active form that blocks the activity of the enzymes that are involved in producing nucleotides ( the building blocks of DNA and RNA , the genetic material of cells ) .","['body', 'converted', 'active', 'form', 'blocks', 'activity', 'enzymes', 'involved', 'producing', 'nucleotides', 'DNA', 'RNA', 'genetic', 'material', 'cells']"
semeval2015.d000.s024,How has Alimta been studied ?,['studied']
semeval2015.d000.s025,"For the treatment of malignant pleural mesothelioma , Alimta has been studied in one main study in 456 patients who had not received chemotherapy for their disease before .","['treatment', 'malignant', 'pleural', 'mesothelioma', 'studied', 'main', 'patients', 'not', 'received', 'chemotherapy', 'disease']"
semeval2015.d000.s026,The effects of Alimta in combination with cisplatin were compared with those of cisplatin alone .,"['effects', 'combination', 'compared']"
semeval2015.d000.s027,"For the treatment of non-small cell lung cancer , the effects of Alimta were compared with those of docetaxel ( another anticancer medicine ) in one study involving 571 patients with locally advanced or metastatic disease who had received chemotherapy in the past .","['treatment', 'cell', 'effects', 'compared', 'medicine', 'study', 'involving', 'patients', 'locally', 'advanced', 'metastatic', 'disease', 'received', 'chemotherapy', 'past']"
semeval2015.d000.s028,"Alimta was also compared with gemcitabine ( another anticancer medicine ) , both in combination with cisplatin , in a study involving 1,725 patients who had not received chemotherapy for lung cancer in the past .","['also', 'compared', 'medicine', 'combination', 'study', 'involving', 'patients', 'not', 'received', 'chemotherapy', 'past']"
semeval2015.d000.s029,"In all three studies , the main measure of effectiveness was how long the patients survived .","['studies', 'main', 'measure', 'effectiveness', 'patients', 'survived']"
semeval2015.d000.s030,What benefit has Alimta shown during the studies ?,"['benefit', 'shown', 'studies']"
semeval2015.d000.s031,Alimta increased the survival time of patients with malignant pleural mesothelioma .,"['increased', 'time', 'patients', 'malignant', 'pleural', 'mesothelioma']"
semeval2015.d000.s032,"Patients receiving Alimta and cisplatin survived for an average of 12.1 months , compared with 9.3 months in those receiving cisplatin alone .","['Patients', 'receiving', 'survived', 'average', 'months', 'compared', 'alone']"
semeval2015.d000.s033,"In the treatment of patients with non-small cell lung cancer , Alimta was as effective as the comparators .","['treatment', 'patients', 'cell', 'as', 'effective']"
semeval2015.d000.s034,"In patients who had received chemotherapy in the past , the average survival time was 8.3 months with Alimta , compared with 7.9 months with docetaxel .","['patients', 'received', 'chemotherapy', 'past', 'average', 'time', 'months', 'compared']"
semeval2015.d000.s035,"In patients who had not received chemotherapy in the past , the average survival time was 10.3 months in both groups .","['patients', 'not', 'received', 'chemotherapy', 'past', 'average', 'time', 'months', 'groups']"
semeval2015.d000.s036,"However , in both studies , patients whose cancer was not affecting squamous cells had longer survival times if they received Alimta than if they received the comparator .","['However', 'studies', 'patients', 'cancer', 'not', 'affecting', 'had', 'times']"
semeval2015.d000.s037,"In contrast , patients whose cancer was affecting squamous cells had shorter survival times if they received Alimta .","['contrast', 'patients', 'cancer', 'affecting', 'had', 'shorter', 'times']"
semeval2015.d001.s000,kalgebra is a mathematical calculator based on content markup MathML language .,"['mathematical', 'based', 'markup']"
semeval2015.d001.s001,Nowadays it is capable to make simple MathML operations ( arithmetic and logical ) and to representate 2D and 3D graphs .,"['capable', 'make', 'simple', 'operations', 'arithmetic', 'graphs']"
semeval2015.d001.s002,It is actually not necessary to know MathML to use kalgebra .,"['actually', 'not', 'necessary', 'know', 'use']"
semeval2015.d001.s003,kalgebra is a MathML based graph calculator .,"['based', 'graph']"
semeval2015.d001.s004,Although it was initially MathML oriented it can now be used by everyone with little mathematical knowledge .,"['initially', 'oriented', 'now', 'used', 'little', 'mathematical', 'knowledge']"
semeval2015.d001.s005,Here 's a screenshot of kalgebra main window,"['Here', 'main', 'window']"
semeval2015.d001.s006,kalgebra main window,"['main', 'window']"
semeval2015.d001.s007,"kalgebra main window consists in a Console tab , a 2D Graph tab , a 3D Graph tab and a Dictionary tab .","['main', 'window', 'consists', 'Console', 'Graph', 'Dictionary']"
semeval2015.d001.s008,Below these tabs you will find an input field to type your functions or do your calculations .,"['find', 'field', 'type', 'functions', 'do', 'calculations']"
semeval2015.d001.s009,"If we want to understand how it works , the best thing we can do is to realize that our input is being converted into MathML although it is not necessary to know MathML .","['want', 'understand', 'works', 'best', 'thing', 'do', 'realize', 'input', 'converted', 'not', 'necessary', 'know']"
semeval2015.d001.s010,"I have based the syntax basically on common sense , it should not be hard for anyone .","['based', 'basically', 'not', 'hard']"
semeval2015.d001.s011,I ve looked closely to maxima and maple s syntax so they look very similar .,"['looked', 'closely', 'very', 'similar']"
semeval2015.d001.s012,"+ - * / : Addition , subtraction , multiplication and division .","['Addition', 'subtraction', 'multiplication', 'division']"
semeval2015.d001.s013,"^ , ** : Power , you can use them both .","['Power', 'use']"
semeval2015.d001.s014,Also it is possible to use the unicode ² characters .,"['Also', 'possible', 'use']"
semeval2015.d001.s015,Powers are one way to make roots too .,"['Powers', 'way', 'make', 'roots', 'too']"
semeval2015.d001.s016,-gt : It s the way to specify the bounded variable in a function .,"['way', 'specify', 'bounded', 'variable', 'function']"
semeval2015.d001.s017,( ) : It is used to specify a higher priority .,"['used', 'specify', 'higher', 'priority']"
semeval2015.d001.s018,"abc(params) : When the parser finds a function , it checks if abc is an operator .","['parser', 'finds', 'function', 'checks', 'operator']"
semeval2015.d001.s019,"If it is , it will be treated as an operator , if it is not , it will be treated as a user function .","['treated', 'operator', 'not', 'user', 'function']"
semeval2015.d001.s020,: = : It is used to define a variable value .,"['used', 'define', 'value']"
semeval2015.d001.s021,? : Piecewise condition definition .,"['condition', 'definition']"
semeval2015.d001.s022,Piecewise is the way we can define conditional operations in kalgebra .,"['way', 'define', 'conditional', 'operations']"
semeval2015.d001.s023,"If we introduce the condition before the ? it will use this condition only if it is true , if it finds a ? without any condition , it will enter in the last instance .","['introduce', 'condition', 'use', 'true', 'finds', 'enter', 'last', 'instance']"
semeval2015.d001.s024,{ } : MathML container .,[]
semeval2015.d001.s025,It can be used to define a container .,"['used', 'define']"
semeval2015.d001.s026,Mainly useful for working with piecewise .,"['Mainly', 'useful', 'working']"
semeval2015.d001.s027,"Now you could ask me , why should the user mind about MathML ?","['Now', 'ask', 'user']"
semeval2015.d001.s028,"That s easy . With this , we can operate with functions like cos() , sin() , any other trigonometric functions , sum () or product () .","['easy', 'operate', 'functions', 'other', 'trigonometric', 'product']"
semeval2015.d001.s029,It does not matter what kind it is .,"['not', 'matter', 'kind']"
semeval2015.d001.s030,"We can use plus() , times() and everything which has its operator .","['use', 'has', 'operator']"
semeval2015.d001.s031,kalgebra 's console is useful as a calculator .,['useful']
semeval2015.d001.s032,There you have a list of the declared variables .,"['have', 'list', 'variables']"
semeval2015.d001.s033,By double clicking on them you will see a dialog that lets you change their values ( just a way to trick the log ) .,"['see', 'lets', 'change', 'values', 'just', 'way', 'trick', 'log']"
semeval2015.d001.s034,"Every time you enter an expression , the "" ans "" variable value will be changed to the last result .","['time', 'enter', 'expression', 'value', 'changed', 'last', 'result']"
semeval2015.d001.s035,Ctrl N New Window,['Window']
semeval2015.d001.s036,Flushes the log .,['log']
semeval2015.d001.s037,Ctrl L Load Script,[]
semeval2015.d001.s038,Executes the instructions in a file sequentially .,"['Executes', 'instructions', 'file', 'sequentially']"
semeval2015.d001.s039,Nice if you want to define some libraries or resume some previous work .,"['want', 'define', 'libraries', 'resume', 'previous', 'work']"
semeval2015.d001.s040,Ctrl G Save Script,[]
semeval2015.d001.s041,Saves the instructions you have typed since the session began to be able to reuse .,"['Saves', 'instructions', 'typed', 'began', 'able', 'reuse']"
semeval2015.d001.s042,"Generates text files so it should be easy to fix using any text editor , like Kate .","['easy', 'fix', 'using']"
semeval2015.d001.s043,Ctrl S Save Log,['Log']
semeval2015.d001.s044,Saves the log with all results into an HTML file to be able to print or publish .,"['Saves', 'log', 'results', 'HTML', 'able', 'print', 'publish']"
semeval2015.d001.s045,Ctrl Q Quit,[]
semeval2015.d001.s046,Shuts the program down .,['program']
semeval2015.d001.s047,"To add a new 2D graph on kalgebra , what you have to do is to go to the 2D Graph tab and click in the Add tab to add the new function .","['add', 'new', 'graph', 'do', 'go', 'function']"
semeval2015.d001.s048,Then your focus will go to an input text box where you can type your function .,"['Then', 'focus', 'input', 'text', 'box', 'type', 'function']"
semeval2015.d001.s049,If you want to use a typical f(x) function it is not necessary to specify it .,"['want', 'use', 'typical', 'not', 'necessary', 'specify']"
semeval2015.d001.s050,If you have entered the function click on the OK button to display the graph in the main window .,"['entered', 'function', 'display', 'graph', 'main', 'window']"
semeval2015.d001.s051,You can set several graphs on the same view .,"['set', 'several', 'graphs', 'same', 'view']"
semeval2015.d001.s052,Just use the Add button when you are in List mode .,"['Just', 'use', 'List', 'mode']"
semeval2015.d001.s053,You can set each graph its own color .,"['set', 'graph', 'color']"
semeval2015.d002.s000,The Foundation has recently been involved in organising a conference which dealt with this critical challenge .,"['Foundation', 'recently', 'involved', 'organising', 'conference', 'dealt', 'critical', 'challenge']"
semeval2015.d002.s001,"Over 100 participants from the main interest groups attended and debated issues such as the role of key actors including public authorities , social partners , voluntary and community organisations as well as service users .","['participants', 'main', 'attended', 'issues', 'role', 'key', 'actors', 'including', 'public', 'authorities', 'social', 'voluntary', 'community', 'organisations', 'service', 'users']"
